deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
1385,Ocampo Fernández Ricardo Augusto PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,33,Campeche,0,0,0,0,0,2,2,1,1,dep & gov party congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,0.3761748633879781,0,1,NA,0.14045112781954885,0,1,NA
1386,Ocampo Velázquez Rodolfo Guadalupe PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,30,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,0.17216589861751153,0.10606947697111631,1,1
1388,Ochoa Patrón Oscar PAN,PAN,2000-2003,PAN,0,1,0,at least some master's studies,55,Sonora,0,0,0,0,0,1,1,1,0,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,appointed exec,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.044930176077717,0.9406307977736549,1,1,0,0,NA,NA
1389,Ochoa Toledo Alfredo PRI,PRI,2000-2003,PRI,0,1,0,at least some master's studies,71,Chiapas,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,retired,retired/died/banned from office,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
1390,Ojeda Delgado Gustavo Nabor PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,53,Guerrero,0,0,3,2,1,1,1,1,1,dep & gov party not congr.,national party,national party/nat. party leader,other,other,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0.48653317126223533,1,1,0.555952380952381,0.6551350048216008,1,1
1391,Olvera Castillo Amado PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,61,Mexico,0,0,1,1,1,0,0,0,0,NA,presidente municipal,presidente municipal,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
1392,Olvera Nieto Felipe PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,34,Mexico,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,NA,0.4770333412528709,0.5521093813019279,NA,NA,0.17216589861751153,0.19654050144648025,NA,NA
1393,Oroz Ibarra María del Rosario PRI,PRI,2000-2003,PRI,1,0,0,at least some master's studies,55,Sonora,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1395,Orozco Alfaro J. Jesús PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,44,Colima,0,1,2,1,1,1,1,1,1,dep & gov party congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,appointed exec,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,40-59,0,0,0,1,0.28498095711210464,1.4109461966604824,1,1,0.6671428571428571,2.2274590163934427,1,1
1396,Orozco Garza Manuel Wistano PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,40,Veracruz,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.3406686930091185,0.3299939283545841,1,1
1397,Orozco Martínez Rafael PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,53,Nayarit,0,0,1,1,1,1,1,1,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0.48653317126223533,1,1,0,0,NA,NA
1398,Ortíz Arana Fernando PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,56,Queretaro,0,0,6,2,1,2,2,1,0,dep & gov party congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,other,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0,1,NA,0.555952380952381,0,1,NA
1400,Ortíz Esquivel Francisco Javier PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,47,Michoacan,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.2919199027573412,1,NA,0.3406686930091185,0,1,NA
1401,Ortíz Jonguitud Miguel PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,51,San Luis Potosi,0,0,1,1,1,0,0,0,0,dep & gov party congr.,senador,senador,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.3638961038961039,0.31820843091334894,1,1
1402,Ortíz Ortíz Héctor Israel PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,50,Tlaxcala,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,exec ballot access,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.43413729128014844,1,1,0.41696428571428573,0.4049925484351714,1,1
1403,Pacheco Castañeda Vicente PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,39,Sonora,0,0,0,0,0,0,0,0,0,dep & gov party congr.,national party,national party/nat. party leader,other,other,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
1404,Padilla Silva J. Clemente PAN,PAN,2000-2003,PAN,0,0,0,estudios de licenciatura,41,Guanajuato,0,0,0,0,0,0,0,0,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.2919199027573412,1,NA,0.3406686930091185,0,1,NA
1406,Padrés Elías Guillermo PAN,PAN,2000-2003,PAN,0,0,0,estudios de licenciatura,31,Sonora,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0,1,NA,0,0,NA,NA
1407,Pallares Bueno Juan Carlos PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,30,Quintana Roo,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,leg ballot access,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,ballotaccess-won,won election,0,other chair,1,21-39,0,0,0,1,1.1755464480874318,0.9406307977736549,1,1,0.6671428571428571,0,1,NA
1408,Paniagua Jiménez Ramón PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,56,Guanajuato,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,1,NA,0.3406686930091185,0.3299939283545841,1,NA
1409,Paredes Gloria Juan PRI,PRI,2000-2003,PRI,0,0,0,tecnico,53,Nuevo Leon,0,0,1,1,1,1,1,1,0,dep & gov party congr.,union,union/union leader,other,other,exec ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
1410,Paredes Rangel Beatriz Elena PRI,PRI,2000-2003,PRI,1,1,0,estudios de licenciatura,47,Tlaxcala,0,1,5,2,1,2,2,1,0,dep & gov party not congr.,national party leader,national party/nat. party leader,party leader,cabinet/party leader,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,1,jcp/mdpres,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1411,Pastrana Gómez Bernardo PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,40,Morelos,0,0,0,0,0,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.3406686930091185,0.3299939283545841,1,1
1412,Patiño Cardona Francisco PRD,PRD,2000-2003,PRD,0,1,0,at least some doctoral studies,49,Hidalgo,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,academic,non-political position,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.8359441408621736,0.7784530740195764,1,NA,1.779047619047619,1.670594262295082,1,NA
1413,Pavón Jaramillo Laura Hermelinda PRI,PRI,2000-2003,PRI,1,1,0,licenciatura,57,Mexico,0,0,4,2,1,3,2,1,1,NA,ngo,activist/ngo/social movement,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
1414,Payan Novoa Manuel PRI,PRI,2000-2003,PRI,0,0,0,preparatoria,43,Chihuahua,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,NA,NA,0.6278991596638656,0.8099850968703428,NA,NA
1416,Pazos de la Torre Luis Alberto PAN,PAN,2000-2003,PAN,0,1,0,at least some doctoral studies,53,Veracruz,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,power chair,0,40-59,0,0,0,1,1.1399238284484186,0.7054730983302412,1,1,2.6685714285714286,4.454918032786885,1,1
1417,Pellegrini Pérez Germán Arturo PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,27,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
1418,Penchyna Grub David PRI,PRI,2000-2003,PRI,0,0,0,at least some master's studies,35,Hidalgo,0,0,0,0,0,0,0,0,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,appointed exec,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,1.6011428571428572,1.7819672131147541,1,1
1420,Pérez Cruz Orestes Eugenio PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,55,Veracruz,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,0,0,NA,0.19592440801457195,0.2565356721200877,1,NA,0,0,NA,NA
1421,Pérez Esquer Marcos PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,30,Sonora,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
1422,Pérez Noriega Fernando PAN,PAN,2000-2003,PAN,0,1,0,at least some master's studies,44,DF,0,0,2,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.5718367346938775,0.44549180327868854,1,1
1423,Pineda Velázquez Héctor PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,46,Guerrero,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,national party,national party/nat. party leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.6278991596638656,0.8099850968703428,1,1
1424,Piñeyro Arias Antonia Irma PRI,PRI,2000-2003,PRI,1,0,0,licenciatura,46,Oaxaca,0,1,1,1,1,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,appointed executive,lost/appt. exec.,0,other chair,1,40-59,1,0,0,1,1,1,1,1,1,0,1,NA
1425,Ponce Contreras Ramón PAN,PAN,2000-2003,PAN,0,1,0,estudios de licenciatura,44,Michoacan,0,0,0,0,0,0,0,0,0,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,1.5915090374106766,1.6033479507505484,1,NA,2.168214285714286,2.672950819672131,1,NA
1427,Preciado Cuevas Roberto PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,41,Colima,0,0,0,0,0,2,2,1,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0,1,NA,0.12129870129870131,0,1,NA
1428,Priego Oropeza Enrique PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,53,Tabasco,0,0,0,0,0,2,2,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,1,NA,0.12129870129870131,0.07680893159977388,1,NA
1429,Priego Ortíz Luis PRI,PRI,2000-2003,PRI,0,1,0,at least some doctoral studies,71,Tabasco,0,0,3,2,1,0,0,0,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
1431,Quintanilla Rentería José Manuel PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,46,Nayarit,0,0,0,0,0,0,0,0,0,NA,union leader,union/union leader,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,1,NA,0.6278991596638656,0.8099850968703428,1,NA
1432,Ramírez Agama Rafael PAN,PAN,2000-2003,PAN,0,0,0,preparatoria,29,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,municipal bureaucracy,municipal bureaucracy,other,other,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
1433,Ramírez Ávila Francisco Raúl PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,35,Durango,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,bur appt,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.16599367019535086,1,1,0.17216589861751153,0,1,NA
1434,Ramírez Cabrera Francisco PAN,PAN,2000-2003,PAN,0,0,0,tecnico,62,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,NA,NA,NA,NA,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,1,1.044930176077717,0.6270871985157699,NA,1,0,0,NA,NA
1435,Ramírez del Valle Daniel PAN,PAN,2000-2003,PAN,0,0,0,estudios de licenciatura,29,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.16599367019535086,1,1,0.17216589861751153,0,1,NA
1436,Ramírez Gamero José PRI,PRI,2000-2003,PRI,0,1,0,at least some master's studies,62,Durango,0,1,7,2,1,1,1,1,1,dep & gov party congr.,union,union/union leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1437,Ramírez Guzmán Griselda PAN,PAN,2000-2003,PAN,1,0,0,tecnico,47,Mexico,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,NA,NA,1,1,NA,NA
1438,Ramírez Marín Jorge Carlos PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,39,Yucatan,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.3918488160291439,0,1,NA,0,0,NA,NA
1439,Ramírez Núñez Ulises PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,33,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,0.17216589861751153,0.10606947697111631,1,1
1440,Ramírez Sánchez Rafael PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,46,Jalisco,0,0,0,0,0,1,1,1,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0,1,NA,0.26685714285714285,0,1,NA
1441,Ramos Rodríguez Enrique PRI,PRI,2000-2003,PRI,0,1,0,secundaria,68,Veracruz,0,0,2,1,1,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1442,Raymundo Toledo Carlos PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,46,Chiapas,0,0,0,0,0,2,2,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,1.044930176077717,0,1,NA,0,0,NA,NA
1444,Reyes Oviedo Mario PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,60,DF,0,0,0,0,0,0,0,0,0,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,1.044930176077717,0.6270871985157699,1,NA,0,0,NA,NA
1445,Reyes Roel César Patricio PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,45,Chihuahua,0,0,0,0,0,0,0,0,0,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,1,NA,0.3406686930091185,0.3299939283545841,1,NA
1446,Reyes Terán Norma PRD,PRD,2000-2003,PRD,1,1,0,licenciatura,45,Oaxaca,0,0,1,1,1,0,0,0,0,NA,ngo,activist/ngo/social movement,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
1447,Reyna García José Jesús PRI,PRI,2000-2003,PRI,0,0,0,at least some master's studies,48,Michoacan,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,leg ballot access,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0.31354359925788494,1,1,0.12129870129870131,0.31820843091334894,1,1
1451,Ríos Alarcón Francisco PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,36,Veracruz,0,0,1,1,1,1,1,1,1,dep & gov party congr.,municipal party,municipal party,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.5224650880388585,0.6270871985157699,1,1,0.4105494505494506,0.3712431693989071,1,1
1452,Ríos Bernal Jaime Tomás PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,48,Veracruz,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0.20647993121860717,1,1,0.26685714285714285,0.31820843091334894,1,1
1454,Rito Salinas Bulmaro PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,37,Oaxaca,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,1.6011428571428572,0.7424863387978142,1,1
1455,Rivera Cabello José María PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,32,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,0.17216589861751153,0.10606947697111631,1,1
1457,Rivera Pérez Adrián PAN,PAN,2000-2003,PAN,0,1,0,tecnico,38,Morelos,0,0,1,1,1,1,1,1,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.3918488160291439,0.9406307977736549,1,1,0.8895238095238095,1.1137295081967213,1,1
1458,Rivera Pérez Eduardo PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,28,Puebla,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,exec ballot access,0,1,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.26123254401942925,2.8218923933209648,1,1,0,0,NA,NA
1459,Rocha Diaz Salvador PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,63,Guanajuato,0,1,3,2,1,1,1,1,0,dep & gov party not congr.,business,non-political position,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,power chair,0,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
