household_id,group,voted
75143,Control,0
75144,Control,1
75145,Control,0
75146,Control,1
75147,Control,0
75148,Control,1
75149,Control,0
75150,Control,0
75151,Control,0
75152,Control,0
75153,Control,0
75154,Control,0
75155,Control,0
75156,Control,0
75157,Control,0
75158,Control,1
75159,Control,1
75160,Control,1
75161,Control,0
75162,Control,0
75163,Control,0
75164,Control,0
75165,Control,0
75166,Control,0
75167,Control,0
75168,Control,0
75169,Control,0
75170,Control,0
75171,Control,0
75172,Control,0
75173,Control,0
75174,Control,0
75175,Control,1
75176,Control,1
75177,Control,0
75178,Control,1
75179,Control,0
75180,Control,0
75181,Control,0
75182,Control,1
75183,Control,1
75184,Control,1
75185,Control,0
75186,Control,0
75187,Control,0
75188,Control,0
75189,Control,0
75190,Control,0
75191,Control,0
75192,Control,1
75193,Control,1
75194,Control,0
75195,Control,0
75196,Control,1
75197,Control,1
75198,Control,0
75199,Control,1
75200,Control,0
75201,Control,1
75202,Control,0
75203,Control,1
75204,Control,1
75205,Control,0
75206,Control,0
75207,Control,1
75208,Control,0
75209,Control,0
75210,Control,0
75211,Control,0
75212,Control,0
75213,Control,0
75214,Control,0
75215,Control,0
75216,Control,0
75217,Control,0
75218,Control,0
75219,Control,0
75220,Control,1
75221,Control,0
75222,Control,1
75223,Control,0
75224,Control,0
75225,Control,0
75226,Control,0
75227,Control,1
75228,Control,0
75229,Control,1
75230,Control,0
75231,Control,1
75232,Control,1
75233,Control,0
75234,Control,0
75235,Control,0
75236,Control,0
75237,Control,0
75238,Control,0
75239,Control,0
75240,Control,0
75241,Control,0
75242,Control,0
75243,Control,1
75244,Control,1
75245,Control,0
75246,Control,0
75247,Control,0
75248,Control,0
75249,Control,0
75250,Control,0
75251,Control,0
75252,Control,0
75253,Control,1
75254,Control,1
75255,Control,1
75256,Control,0
75257,Control,0
75258,Control,0
75259,Control,0
75260,Control,0
75261,Control,1
75262,Control,0
75263,Control,0
75264,Control,1
75265,Control,1
75266,Control,0
75267,Control,0
75268,Control,0
75269,Control,0
75270,Control,0
75271,Control,1
75272,Control,0
75273,Control,0
75274,Control,0
75275,Control,0
75276,Control,0
75277,Control,0
75278,Control,0
75279,Control,1
75280,Control,1
75281,Control,0
75282,Control,1
75283,Control,0
75284,Control,1
75285,Control,1
75286,Control,0
75287,Control,0
75288,Control,0
75289,Control,0
75290,Control,0
75291,Control,0
75292,Control,1
75293,Control,0
75294,Control,1
75295,Control,1
75296,Control,1
75297,Control,0
75298,Control,0
75299,Control,0
75300,Control,1
75301,Control,0
75302,Control,0
75303,Control,0
75304,Control,0
75305,Control,1
75306,Control,0
75307,Control,0
75308,Control,0
75309,Control,1
75310,Control,1
75311,Control,0
75312,Control,0
75313,Control,0
75314,Control,0
75315,Control,1
75316,Control,0
75317,Control,1
75318,Control,0
75319,Control,0
75320,Control,1
75321,Control,0
75322,Control,0
75323,Control,0
75324,Control,0
75325,Control,1
75326,Control,1
75327,Control,0
75328,Control,1
75329,Control,0
75330,Control,1
75331,Control,0
75332,Control,0
75333,Control,1
75334,Control,0
75335,Control,0
75336,Control,0
75337,Control,0
75338,Control,0
75339,Control,0
75340,Control,0
75341,Control,1
75342,Control,0
75343,Control,0
75344,Control,0
75345,Control,0
75346,Control,1
75347,Control,0
75348,Control,0
75349,Control,0
75350,Control,0
75351,Control,0
75352,Control,1
75353,Control,1
75354,Control,1
75355,Control,0
75356,Control,0
75357,Control,0
75358,Control,0
75359,Control,1
75360,Control,0
75361,Control,0
75362,Control,0
75363,Control,1
75364,Control,0
75365,Control,0
75366,Control,1
75367,Control,0
75368,Control,1
75369,Control,0
75370,Control,1
75371,Control,1
75372,Control,1
75373,Control,0
75374,Control,0
75375,Control,0
75376,Control,0
75377,Control,0
75378,Control,0
75379,Control,0
75380,Control,0
75381,Control,1
75382,Control,0
75383,Control,1
75384,Control,0
75385,Control,0
75386,Control,0
75387,Control,0
75388,Control,0
75389,Control,0
75390,Control,0
75391,Control,0
75392,Control,0
75393,Control,0
75394,Control,1
75395,Control,0
75396,Control,0
75397,Control,0
75398,Control,0
75399,Control,0
75400,Control,0
75401,Control,0
75402,Control,0
75403,Control,1
75404,Control,0
75405,Control,1
75406,Control,0
75407,Control,1
75408,Control,1
75409,Control,0
75410,Control,1
75411,Control,0
75412,Control,0
75413,Control,1
75414,Control,0
75415,Control,1
75416,Control,0
75417,Control,0
75418,Control,1
75419,Control,0
75420,Control,0
75421,Control,0
75422,Control,1
75423,Control,0
75424,Control,0
75425,Control,0
75426,Control,0
75427,Control,0
75428,Control,1
75429,Control,0
75430,Control,0
75431,Control,0
75432,Control,0
75433,Control,0
75434,Control,0
75435,Control,0
75436,Control,0
75437,Control,0
75438,Control,1
75439,Control,0
75440,Control,0
75441,Control,0
75442,Control,0
75443,Control,0
75444,Control,0
75445,Control,1
75446,Control,1
75447,Control,0
75448,Control,0
75449,Control,1
75450,Control,0
75451,Control,0
75452,Control,0
75453,Control,0
75454,Control,0
75455,Control,0
75456,Control,0
75457,Control,0
75458,Control,1
75459,Control,0
75460,Control,1
75461,Control,1
75462,Control,0
75463,Control,1
75464,Control,0
75465,Control,0
75466,Control,0
75467,Control,0
75468,Control,0
75469,Control,0
75470,Control,0
75471,Control,1
75472,Control,0
75473,Control,0
75474,Control,1
75475,Control,1
75476,Control,1
75477,Control,1
75478,Control,0
75479,Control,0
75480,Control,0
75481,Control,0
75482,Control,0
75483,Control,1
75484,Control,1
75485,Control,0
75486,Control,0
75487,Control,0
75488,Control,1
75489,Control,0
75490,Control,0
75491,Control,0
75492,Control,0
75493,Control,0
75494,Control,0
75495,Control,0
75496,Control,1
75497,Control,0
75498,Control,1
75499,Control,1
75500,Control,0
75501,Control,0
75502,Control,0
75503,Control,0
75504,Control,0
75505,Control,0
75506,Control,0
75507,Control,0
75508,Control,0
75509,Control,0
75510,Control,1
75511,Control,0
75512,Control,0
75513,Control,0
75514,Control,0
75515,Control,0
75516,Control,0
75517,Control,0
75518,Control,0
75519,Control,1
75520,Control,0
75521,Control,0
75522,Control,0
75523,Control,1
75524,Control,0
75525,Control,0
75526,Control,0
75527,Control,0
75528,Control,0
75529,Control,1
75530,Control,0
75531,Control,0
75532,Control,1
75533,Control,1
75534,Control,1
75535,Control,0
75536,Control,0
75537,Control,0
75538,Control,1
75539,Control,0
75540,Control,0
75541,Control,1
75542,Control,0
75543,Control,0
75544,Control,1
75545,Control,0
75546,Control,0
75547,Control,1
75548,Control,0
75549,Control,0
75550,Control,0
75551,Control,1
75552,Control,0
75553,Control,0
75554,Control,0
75555,Control,0
75556,Control,0
75557,Control,0
75558,Control,1
75559,Control,0
75560,Control,0
75561,Control,0
75562,Control,0
75563,Control,0
75564,Control,0
75565,Control,1
75566,Control,0
75567,Control,0
75568,Control,0
75569,Control,0
75570,Control,1
75571,Control,0
75572,Control,1
75573,Control,1
75574,Control,0
75575,Control,1
75576,Control,0
75577,Control,0
75578,Control,0
75579,Control,0
75580,Control,0
75581,Control,0
75582,Control,1
75583,Control,0
75584,Control,1
75585,Control,1
75586,Control,0
75587,Control,0
75588,Control,0
75589,Control,1
75590,Control,0
75591,Control,0
75592,Control,0
75593,Control,1
75594,Control,0
75595,Control,1
75596,Control,0
75597,Control,1
75598,Control,1
75599,Control,0
75600,Control,0
75601,Control,0
75602,Control,1
75603,Control,1
75604,Control,1
75605,Control,0
75606,Control,0
75607,Control,0
75608,Control,0
75609,Control,0
75610,Control,0
75611,Control,1
75612,Control,1
75613,Control,0
75614,Control,0
75615,Control,1
75616,Control,0
75617,Control,0
75618,Control,0
75619,Control,0
75620,Control,0
75621,Control,0
75622,Control,0
75623,Control,0
75624,Control,0
75625,Control,0
75626,Control,0
75627,Control,1
75628,Control,0
75629,Control,0
75630,Control,0
75631,Control,1
75632,Control,0
75633,Control,1
75634,Control,1
75635,Control,1
75636,Control,1
75637,Control,1
75638,Control,1
75639,Control,0
75640,Control,0
75641,Control,1
75642,Control,0
75643,Control,1
75644,Control,0
75645,Control,0
75646,Control,1
75647,Control,0
75648,Control,1
75649,Control,0
75650,Control,1
75651,Control,0
75652,Control,0
75653,Control,0
75654,Control,0
75655,Control,1
75656,Control,0
75657,Control,0
75658,Control,1
75659,Control,1
75660,Control,1
75661,Control,1
75662,Control,0
75663,Control,0
75664,Control,1
75665,Control,0
75666,Control,0
75667,Control,0
75668,Control,0
75669,Control,1
75670,Control,0
75671,Control,0
75672,Control,0
75673,Control,1
75674,Control,0
75675,Control,0
75676,Control,0
75677,Control,1
75678,Control,0
75679,Control,0
75680,Control,0
75681,Control,0
75682,Control,1
75683,Control,0
75684,Control,0
75685,Control,0
75686,Control,1
75687,Control,1
75688,Control,0
75689,Control,0
75690,Control,0
75691,Control,0
75692,Control,0
75693,Control,0
75694,Control,0
75695,Control,0
75696,Control,0
75697,Control,1
75698,Control,1
75699,Control,1
75700,Control,0
75701,Control,0
75702,Control,1
75703,Control,0
75704,Control,1
75705,Control,0
75706,Control,1
75707,Control,0
75708,Control,0
75709,Control,1
75710,Control,1
75711,Control,0
75712,Control,0
75713,Control,1
75714,Control,0
75715,Control,1
75716,Control,0
75717,Control,1
75718,Control,0
75719,Control,1
75720,Control,0
75721,Control,1
75722,Control,0
75723,Control,0
75724,Control,1
75725,Control,0
75726,Control,1
75727,Control,0
75728,Control,0
75729,Control,0
75730,Control,0
75731,Control,0
75732,Control,0
75733,Control,0
75734,Control,0
75735,Control,0
75736,Control,1
75737,Control,0
75738,Control,0
75739,Control,0
75740,Control,0
75741,Control,1
75742,Control,0
75743,Control,0
75744,Control,0
75745,Control,0
75746,Control,0
75747,Control,0
75748,Control,0
75749,Control,0
75750,Control,0
75751,Control,1
75752,Control,0
75753,Control,0
75754,Control,0
75755,Control,1
75756,Control,0
75757,Control,1
75758,Control,0
75759,Control,0
75760,Control,1
75761,Control,0
75762,Control,1
75763,Control,1
75764,Control,0
75765,Control,0
75766,Control,0
75767,Control,1
75768,Control,1
75769,Control,0
75770,Control,0
75771,Control,0
75772,Control,1
75773,Control,1
75774,Control,0
75775,Control,0
75776,Control,1
75777,Control,1
75778,Control,0
75779,Control,0
75780,Control,0
75781,Control,1
75782,Control,0
75783,Control,0
75784,Control,1
75785,Control,1
75786,Control,0
75787,Control,0
75788,Control,1
75789,Control,0
75790,Control,1
75791,Control,0
75792,Control,0
75793,Control,1
75794,Control,1
75795,Control,0
75796,Control,1
75797,Control,1
75798,Control,0
75799,Control,1
75800,Control,0
75801,Control,0
75802,Control,0
75803,Control,0
75804,Control,0
75805,Control,1
75806,Control,1
75807,Control,0
75808,Control,0
75809,Control,0
75810,Control,0
75811,Control,0
75812,Control,0
75813,Control,0
75814,Control,1
75815,Control,1
75816,Control,0
75817,Control,0
75818,Control,1
75819,Control,0
75820,Control,1
75821,Control,0
75822,Control,1
75823,Control,0
75824,Control,0
75825,Control,0
75826,Control,1
75827,Control,0
75828,Control,0
75829,Control,0
75830,Control,0
75831,Control,0
75832,Control,1
75833,Control,1
75834,Control,0
75835,Control,1
75836,Control,0
75837,Control,1
75838,Control,0
75839,Control,0
75840,Control,1
75841,Control,0
75842,Control,0
75843,Control,0
75844,Control,1
75845,Control,0
75846,Control,0
75847,Control,0
75848,Control,0
75849,Control,0
75850,Control,1
75851,Control,0
75852,Control,0
75853,Control,0
75854,Control,1
75855,Control,0
75856,Control,0
75857,Control,0
75858,Control,1
75859,Control,0
75860,Control,0
75861,Control,1
75862,Control,1
75863,Control,0
75864,Control,0
75865,Control,0
75866,Control,1
75867,Control,0
75868,Control,0
75869,Control,1
75870,Control,0
75871,Control,0
75872,Control,1
75873,Control,1
75874,Control,0
75875,Control,0
75876,Control,0
75877,Control,0
75878,Control,0
75879,Control,0
75880,Control,0
75881,Control,0
75882,Control,0
75883,Control,0
75884,Control,0
75885,Control,0
75886,Control,0
75887,Control,0
75888,Control,0
75889,Control,1
75890,Control,0
75891,Control,0
75892,Control,0
75893,Control,1
75894,Control,0
75895,Control,0
75896,Control,0
75897,Control,0
75898,Control,0
75899,Control,0
75900,Control,0
75901,Control,1
75902,Control,1
75903,Control,0
75904,Control,0
75905,Control,1
75906,Control,0
75907,Control,1
75908,Control,1
75909,Control,0
75910,Control,0
75911,Control,0
75912,Control,0
75913,Control,1
75914,Control,0
75915,Control,0
75916,Control,0
75917,Control,0
75918,Control,0
75919,Control,0
75920,Control,0
75921,Control,1
75922,Control,0
75923,Control,0
75924,Control,0
75925,Control,1
75926,Control,0
75927,Control,0
75928,Control,0
75929,Control,0
75930,Control,1
75931,Control,0
75932,Control,0
75933,Control,1
75934,Control,1
75935,Control,0
75936,Control,0
75937,Control,1
75938,Control,1
75939,Control,1
75940,Control,0
75941,Control,0
75942,Control,0
75943,Control,0
75944,Control,0
75945,Control,0
75946,Control,0
75947,Control,0
75948,Control,0
75949,Control,0
75950,Control,0
75951,Control,1
75952,Control,1
75953,Control,0
75954,Control,1
75955,Control,0
75956,Control,1
75957,Control,0
75958,Control,0
75959,Control,0
75960,Control,0
75961,Control,0
75962,Control,1
75963,Control,0
75964,Control,0
75965,Control,1
75966,Control,0
75967,Control,0
75968,Control,0
75969,Control,1
75970,Control,0
75971,Control,1
75972,Control,0
75973,Control,0
75974,Control,0
75975,Control,0
75976,Control,1
75977,Control,0
75978,Control,1
75979,Control,0
75980,Control,0
75981,Control,0
75982,Control,1
75983,Control,0
75984,Control,0
75985,Control,0
75986,Control,0
75987,Control,0
75988,Control,0
75989,Control,0
75990,Control,1
75991,Control,1
75992,Control,0
75993,Control,1
75994,Control,0
75995,Control,1
75996,Control,0
75997,Control,0
75998,Control,1
75999,Control,1
76000,Control,0
76001,Control,1
76002,Control,0
76003,Control,1
76004,Control,0
76005,Control,0
76006,Control,1
76007,Control,0
76008,Control,0
76009,Control,0
76010,Control,1
76011,Control,0
76012,Control,0
76013,Control,1
76014,Control,1
76015,Control,0
76016,Control,1
76017,Control,0
76018,Control,1
76019,Control,0
76020,Control,1
76021,Control,0
76022,Control,0
76023,Control,0
76024,Control,0
76025,Control,0
76026,Control,0
76027,Control,1
76028,Control,1
76029,Control,0
76030,Control,0
76031,Control,1
76032,Control,0
76033,Control,1
76034,Control,1
76035,Control,1
76036,Control,0
76037,Control,0
76038,Control,1
76039,Control,0
76040,Control,1
76041,Control,0
76042,Control,1
76043,Control,0
76044,Control,0
76045,Control,0
76046,Control,1
76047,Control,0
76048,Control,0
76049,Control,0
76050,Control,1
76051,Control,0
76052,Control,1
76053,Control,1
76054,Control,0
76055,Control,0
76056,Control,1
76057,Control,0
76058,Control,0
76059,Control,0
76060,Control,0
76061,Control,1
76062,Control,0
76063,Control,0
76064,Control,0
76065,Control,1
76066,Control,0
76067,Control,0
76068,Control,0
76069,Control,0
76070,Control,0
76071,Control,1
76072,Control,1
76073,Control,0
76074,Control,0
76075,Control,0
76076,Control,1
76077,Control,0
76078,Control,0
76079,Control,1
76080,Control,1
76081,Control,0
76082,Control,0
76083,Control,1
76084,Control,0
76085,Control,0
76086,Control,1
76087,Control,0
76088,Control,0
76089,Control,1
76090,Control,0
76091,Control,0
76092,Control,1
76093,Control,0
76094,Control,0
76095,Control,1
76096,Control,0
76097,Control,1
76098,Control,0
76099,Control,0
76100,Control,1
76101,Control,1
76102,Control,1
76103,Control,0
76104,Control,0
76105,Control,0
76106,Control,0
76107,Control,0
76108,Control,1
76109,Control,0
76110,Control,0
76111,Control,0
76112,Control,0
76113,Control,1
76114,Control,1
76115,Control,0
76116,Control,1
76117,Control,1
76118,Control,1
76119,Control,1
76120,Control,0
76121,Control,0
76122,Control,0
76123,Control,0
76124,Control,0
76125,Control,1
76126,Control,1
76127,Control,1
76128,Control,0
76129,Control,1
76130,Control,1
76131,Control,0
76132,Control,0
76133,Control,0
76134,Control,0
76135,Control,0
76136,Control,0
76137,Control,1
76138,Control,0
76139,Control,1
76140,Control,0
76141,Control,1
76142,Control,1
76143,Control,0
76144,Control,0
76145,Control,0
76146,Control,1
76147,Control,0
76148,Control,0
76149,Control,0
76150,Control,0
76151,Control,0
76152,Control,0
76153,Control,1
76154,Control,1
76155,Control,0
76156,Control,1
76157,Control,0
76158,Control,0
76159,Control,0
76160,Control,0
76161,Control,1
76162,Control,0
76163,Control,1
76164,Control,1
76165,Control,0
76166,Control,0
76167,Control,1
76168,Control,0
76169,Control,0
76170,Control,0
76171,Control,0
76172,Control,0
76173,Control,0
76174,Control,1
76175,Control,1
76176,Control,0
76177,Control,0
76178,Control,0
76179,Control,0
76180,Control,0
76181,Control,0
76182,Control,1
76183,Control,1
76184,Control,0
76185,Control,0
76186,Control,0
76187,Control,1
76188,Control,0
76189,Control,0
76190,Control,0
76191,Control,0
76192,Control,0
76193,Control,1
76194,Control,0
76195,Control,0
76196,Control,0
76197,Control,1
76198,Control,1
76199,Control,0
76200,Control,0
76201,Control,0
76202,Control,1
76203,Control,0
76204,Control,0
76205,Control,0
76206,Control,1
76207,Control,1
76208,Control,0
76209,Control,0
76210,Control,0
76211,Control,0
76212,Control,0
76213,Control,0
76214,Control,0
76215,Control,0
76216,Control,1
76217,Control,0
76218,Control,1
76219,Control,1
76220,Control,0
76221,Control,1
76222,Control,0
76223,Control,0
76224,Control,0
76225,Control,1
76226,Control,0
76227,Control,0
76228,Control,1
76229,Control,1
76230,Control,0
76231,Control,0
76232,Control,0
76233,Control,0
76234,Control,0
76235,Control,0
76236,Control,0
76237,Control,1
76238,Control,0
76239,Control,1
76240,Control,0
76241,Control,1
76242,Control,0
76243,Control,0
76244,Control,0
76245,Control,1
76246,Control,0
76247,Control,0
76248,Control,0
76249,Control,0
76250,Control,0
76251,Control,1
76252,Control,0
76253,Control,0
76254,Control,1
76255,Control,0
76256,Control,0
76257,Control,0
76258,Control,0
76259,Control,0
76260,Control,0
76261,Control,1
76262,Control,0
76263,Control,0
76264,Control,1
76265,Control,1
76266,Control,0
76267,Control,0
76268,Control,1
76269,Control,0
76270,Control,0
76271,Control,0
76272,Control,0
76273,Control,0
76274,Control,1
76275,Control,0
76276,Control,0
76277,Control,0
76278,Control,0
76279,Control,0
76280,Control,0
76281,Control,0
76282,Control,0
76283,Control,0
76284,Control,1
76285,Control,0
76286,Control,0
76287,Control,0
76288,Control,0
76289,Control,1
76290,Control,0
76291,Control,0
76292,Control,0
76293,Control,0
76294,Control,0
76295,Control,1
76296,Control,0
76297,Control,0
76298,Control,0
76299,Control,0
76300,Control,0
76301,Control,0
76302,Control,0
76303,Control,0
76304,Control,1
76305,Control,0
76306,Control,1
76307,Control,0
76308,Control,1
76309,Control,0
76310,Control,0
76311,Control,1
76312,Control,1
76313,Control,0
76314,Control,0
76315,Control,0
76316,Control,1
76317,Control,0
76318,Control,0
76319,Control,1
76320,Control,1
76321,Control,0
76322,Control,0
76323,Control,0
76324,Control,0
76325,Control,1
76326,Control,0
76327,Control,0
76328,Control,0
76329,Control,0
76330,Control,1
76331,Control,0
76332,Control,0
76333,Control,1
76334,Control,1
76335,Control,0
76336,Control,0
76337,Control,1
76338,Control,0
76339,Control,1
76340,Control,0
76341,Control,0
76342,Control,1
76343,Control,1
76344,Control,0
76345,Control,0
76346,Control,1
76347,Control,0
76348,Control,0
76349,Control,0
76350,Control,1
76351,Control,1
76352,Control,0
76353,Control,0
76354,Control,0
76355,Control,1
76356,Control,0
76357,Control,0
76358,Control,0
76359,Control,0
76360,Control,0
76361,Control,0
76362,Control,1
76363,Control,0
76364,Control,1
76365,Control,0
76366,Control,1
76367,Control,0
76368,Control,0
76369,Control,0
76370,Control,1
76371,Control,0
76372,Control,1
76373,Control,0
76374,Control,0
76375,Control,0
76376,Control,0
76377,Control,0
76378,Control,0
76379,Control,0
76380,Control,1
76381,Control,1
76382,Control,0
76383,Control,0
76384,Control,0
76385,Control,0
76386,Control,1
76387,Control,0
76388,Control,0
76389,Control,1
76390,Control,0
76391,Control,0
76392,Control,0
76393,Control,0
76394,Control,1
76395,Control,1
76396,Control,1
76397,Control,1
76398,Control,0
76399,Control,0
76400,Control,0
76401,Control,0
76402,Control,0
76403,Control,0
76404,Control,0
76405,Control,0
76406,Control,1
76407,Control,0
76408,Control,1
76409,Control,1
76410,Control,1
76411,Control,1
76412,Control,0
76413,Control,0
76414,Control,0
76415,Control,1
76416,Control,0
76417,Control,0
76418,Control,0
76419,Control,0
76420,Control,0
76421,Control,1
76422,Control,1
76423,Control,1
76424,Control,0
76425,Control,1
76426,Control,0
76427,Control,0
76428,Control,1
76429,Control,1
76430,Control,1
76431,Control,0
76432,Control,0
76433,Control,0
76434,Control,1
76435,Control,0
76436,Control,0
76437,Control,0
76438,Control,0
76439,Control,0
76440,Control,1
76441,Control,0
76442,Control,1
76443,Control,0
76444,Control,1
76445,Control,0
76446,Control,1
76447,Control,0
76448,Control,0
76449,Control,0
76450,Control,0
76451,Control,0
76452,Control,1
76453,Control,0
76454,Control,0
76455,Control,0
76456,Control,0
76457,Control,0
76458,Control,0
76459,Control,0
76460,Control,0
76461,Control,0
76462,Control,1
76463,Control,0
76464,Control,0
76465,Control,1
76466,Control,1
76467,Control,0
76468,Control,0
76469,Control,0
76470,Control,0
76471,Control,1
76472,Control,1
76473,Control,0
76474,Control,0
76475,Control,0
76476,Control,1
76477,Control,1
76478,Control,0
76479,Control,1
76480,Control,1
76481,Control,0
76482,Control,0
76483,Control,0
76484,Control,0
76485,Control,1
76486,Control,0
76487,Control,0
76488,Control,0
76489,Control,0
76490,Control,0
76491,Control,0
76492,Control,0
76493,Control,1
76494,Control,0
76495,Control,0
76496,Control,0
76497,Control,0
76498,Control,0
76499,Control,0
76500,Control,0
76501,Control,0
76502,Control,0
76503,Control,1
76504,Control,0
76505,Control,0
76506,Control,1
76507,Control,1
76508,Control,0
76509,Control,0
76510,Control,0
76511,Control,0
76512,Control,1
76513,Control,0
76514,Control,0
76515,Control,1
76516,Control,0
76517,Control,1
76518,Control,0
76519,Control,0
76520,Control,0
76521,Control,0
76522,Control,0
76523,Control,1
76524,Control,0
76525,Control,0
76526,Control,0
76527,Control,1
76528,Control,0
76529,Control,1
76530,Control,0
76531,Control,1
76532,Control,0
76533,Control,0
76534,Control,0
76535,Control,0
76536,Control,0
76537,Control,1
76538,Control,0
76539,Control,1
76540,Control,0
76541,Control,0
76542,Control,0
76543,Control,0
76544,Control,1
76545,Control,1
76546,Control,0
76547,Control,0
76548,Control,0
76549,Control,1
76550,Control,0
76551,Control,0
76552,Control,0
76553,Control,0
76554,Control,0
76555,Control,0
76556,Control,0
76557,Control,0
76558,Control,0
76559,Control,1
76560,Control,0
76561,Control,1
76562,Control,0
76563,Control,0
76564,Control,1
76565,Control,1
76566,Control,0
76567,Control,0
76568,Control,0
76569,Control,1
76570,Control,0
76571,Control,0
76572,Control,0
76573,Control,1
76574,Control,1
76575,Control,0
76576,Control,0
76577,Control,0
76578,Control,0
76579,Control,0
76580,Control,0
76581,Control,0
76582,Control,1
76583,Control,0
76584,Control,0
76585,Control,0
76586,Control,0
76587,Control,0
76588,Control,0
76589,Control,0
76590,Control,0
76591,Control,0
76592,Control,1
76593,Control,1
76594,Control,1
76595,Control,1
76596,Control,0
76597,Control,0
76598,Control,0
76599,Control,1
76600,Control,0
76601,Control,0
76602,Control,0
76603,Control,0
76604,Control,0
76605,Control,0
76606,Control,1
76607,Control,0
76608,Control,0
76609,Control,0
76610,Control,1
76611,Control,0
76612,Control,1
76613,Control,0
76614,Control,1
76615,Control,1
76616,Control,1
76617,Control,0
76618,Control,0
76619,Control,0
76620,Control,0
76621,Control,1
76622,Control,0
76623,Control,1
76624,Control,1
76625,Control,1
76626,Control,1
76627,Control,0
76628,Control,0
76629,Control,0
76630,Control,0
76631,Control,0
76632,Control,0
76633,Control,0
76634,Control,0
76635,Control,1
76636,Control,0
76637,Control,1
76638,Control,0
76639,Control,0
76640,Control,0
76641,Control,1
76642,Control,0
76643,Control,1
76644,Control,1
76645,Control,0
76646,Control,0
76647,Control,0
76648,Control,0
76649,Control,0
76650,Control,0
76651,Control,0
76652,Control,1
76653,Control,0
76654,Control,0
76655,Control,1
76656,Control,0
76657,Control,0
76658,Control,1
76659,Control,0
76660,Control,0
76661,Control,1
76662,Control,0
76663,Control,1
76664,Control,0
76665,Control,0
76666,Control,0
76667,Control,1
76668,Control,0
76669,Control,0
76670,Control,0
76671,Control,1
76672,Control,0
76673,Control,0
76674,Control,0
76675,Control,1
76676,Control,1
76677,Control,1
76678,Control,0
76679,Control,0
76680,Control,0
76681,Control,0
76682,Control,0
76683,Control,0
76684,Control,1
76685,Control,0
76686,Control,1
76687,Control,1
76688,Control,1
76689,Control,0
76690,Control,0
76691,Control,0
76692,Control,1
76693,Control,0
76694,Control,0
76695,Control,0
76696,Control,0
76697,Control,0
76698,Control,0
76699,Control,0
76700,Control,1
76701,Control,1
76702,Control,1
76703,Control,0
76704,Control,0
76705,Control,0
76706,Control,0
76707,Control,1
76708,Control,1
76709,Control,1
76710,Control,0
76711,Control,0
76712,Control,0
76713,Control,0
76714,Control,1
76715,Control,0
76716,Control,0
76717,Control,0
76718,Control,0
76719,Control,0
76720,Control,0
76721,Control,0
76722,Control,0
76723,Control,1
76724,Control,0
76725,Control,0
76726,Control,0
76727,Control,0
76728,Control,0
76729,Control,0
76730,Control,0
76731,Control,0
76732,Control,0
76733,Control,0
76734,Control,0
76735,Control,1
76736,Control,0
76737,Control,0
76738,Control,0
76739,Control,0
76740,Control,1
76741,Control,1
76742,Control,0
76743,Control,0
76744,Control,1
76745,Control,0
76746,Control,0
76747,Control,0
76748,Control,0
76749,Control,0
76750,Control,0
76751,Control,1
76752,Control,0
76753,Control,1
76754,Control,0
76755,Control,1
76756,Control,0
76757,Control,0
76758,Control,0
76759,Control,0
76760,Control,1
76761,Control,0
76762,Control,1
76763,Control,1
76764,Control,0
76765,Control,0
76766,Control,0
76767,Control,0
76768,Control,0
76769,Control,0
76770,Control,0
76771,Control,0
76772,Control,0
76773,Control,0
76774,Control,1
76775,Control,0
76776,Control,0
76777,Control,0
76778,Control,0
76779,Control,0
76780,Control,0
76781,Control,0
76782,Control,0
76783,Control,0
76784,Control,0
76785,Control,1
76786,Control,0
76787,Control,1
76788,Control,0
76789,Control,1
76790,Control,0
76791,Control,0
76792,Control,0
76793,Control,0
76794,Control,1
76795,Control,0
76796,Control,0
76797,Control,0
76798,Control,0
76799,Control,0
76800,Control,0
76801,Control,0
76802,Control,0
76803,Control,0
76804,Control,0
76805,Control,0
76806,Control,0
76807,Control,1
76808,Control,1
76809,Control,0
76810,Control,0
76811,Control,1
76812,Control,0
76813,Control,1
76814,Control,0
76815,Control,1
76816,Control,0
76817,Control,0
76818,Control,0
76819,Control,0
76820,Control,1
76821,Control,0
76822,Control,0
76823,Control,1
76824,Control,0
76825,Control,0
76826,Control,0
76827,Control,0
76828,Control,0
76829,Control,0
76830,Control,1
76831,Control,0
76832,Control,0
76833,Control,0
76834,Control,0
76835,Control,0
76836,Control,0
76837,Control,1
76838,Control,1
76839,Control,0
76840,Control,0
76841,Control,0
76842,Control,0
76843,Control,0
76844,Control,0
76845,Control,0
76846,Control,0
76847,Control,0
76848,Control,1
76849,Control,0
76850,Control,1
76851,Control,1
76852,Control,1
76853,Control,1
76854,Control,1
76855,Control,0
76856,Control,0
76857,Control,0
76858,Control,0
76859,Control,0
76860,Control,1
76861,Control,0
76862,Control,1
76863,Control,1
76864,Control,0
76865,Control,0
76866,Control,1
76867,Control,0
76868,Control,0
76869,Control,0
76870,Control,0
76871,Control,1
76872,Control,0
76873,Control,0
76874,Control,0
76875,Control,0
76876,Control,0
76877,Control,0
76878,Control,0
76879,Control,0
76880,Control,1
76881,Control,1
76882,Control,1
76883,Control,0
76884,Control,0
76885,Control,1
76886,Control,0
76887,Control,0
76888,Control,1
76889,Control,1
76890,Control,0
